health_area,district_name,data_element_name,year_month,monthly_value,previous_month_value,mom_percent_change
Child Health,Leeville District,Severe acute malnutrition cases,202505,102.0,129.0,-20.930232558139537
Child Health,Leeville District,Under-5 mortality reported,202406,66.0,,
Child Health,Leeville District,Under-5 mortality reported,202407,81.0,66.0,22.727272727272727
Child Health,Leeville District,Under-5 mortality reported,202408,87.0,81.0,7.4074074074074066
Child Health,Leeville District,Under-5 mortality reported,202409,59.0,87.0,-32.18390804597701
Child Health,Leeville District,Under-5 mortality reported,202410,60.0,59.0,1.694915254237288
Child Health,Leeville District,Under-5 mortality reported,202411,71.0,60.0,18.333333333333332
Child Health,Leeville District,Under-5 mortality reported,202412,71.0,71.0,0.0
Child Health,Leeville District,Under-5 mortality reported,202501,79.0,71.0,11.267605633802818
Child Health,Leeville District,Under-5 mortality reported,202502,94.0,79.0,18.9873417721519
Child Health,Leeville District,Under-5 mortality reported,202503,67.0,94.0,-28.723404255319153
Child Health,Leeville District,Under-5 mortality reported,202504,285.0,67.0,325.3731343283582
Child Health,Leeville District,Under-5 mortality reported,202505,54.0,285.0,-81.05263157894737
Child Health,Leeville District,Under-5 outpatient visits,202406,117.0,,
Child Health,Leeville District,Under-5 outpatient visits,202407,110.0,117.0,-5.982905982905983
Child Health,Leeville District,Under-5 outpatient visits,202408,122.0,110.0,10.909090909090908
Child Health,Leeville District,Under-5 outpatient visits,202409,78.0,122.0,-36.0655737704918
Child Health,Leeville District,Under-5 outpatient visits,202410,109.0,78.0,39.743589743589745
Child Health,Leeville District,Under-5 outpatient visits,202411,110.0,109.0,0.9174311926605505
Child Health,Leeville District,Under-5 outpatient visits,202412,172.0,110.0,56.36363636363636
Child Health,Leeville District,Under-5 outpatient visits,202501,95.0,172.0,-44.76744186046512
Child Health,Leeville District,Under-5 outpatient visits,202502,297.0,95.0,212.6315789473684
Child Health,Leeville District,Under-5 outpatient visits,202503,83.0,297.0,-72.05387205387206
Child Health,Leeville District,Under-5 outpatient visits,202504,140.0,83.0,68.67469879518072
Child Health,Leeville District,Under-5 outpatient visits,202505,111.0,140.0,-20.714285714285715
Child Health,Leeville District,Vitamin A supplements,202406,1366.0,,
Child Health,Leeville District,Vitamin A supplements,202407,1128.0,1366.0,-17.423133235724745
Child Health,Leeville District,Vitamin A supplements,202408,843.0,1128.0,-25.265957446808514
Child Health,Leeville District,Vitamin A supplements,202409,1276.0,843.0,51.36417556346382
Child Health,Leeville District,Vitamin A supplements,202410,1317.0,1276.0,3.213166144200627
Child Health,Leeville District,Vitamin A supplements,202411,1827.0,1317.0,38.724373576309794
Child Health,Leeville District,Vitamin A supplements,202412,1455.0,1827.0,-20.361247947454846
Child Health,Leeville District,Vitamin A supplements,202501,1024.0,1455.0,-29.621993127147768
Child Health,Leeville District,Vitamin A supplements,202502,1203.0,1024.0,17.48046875
Child Health,Leeville District,Vitamin A supplements,202503,1572.0,1203.0,30.673316708229425
Child Health,Leeville District,Vitamin A supplements,202504,1759.0,1572.0,11.895674300254452
Child Health,Leeville District,Vitamin A supplements,202505,1517.0,1759.0,-13.757816941444002
Child Health,Margaretland District,DPT3 immunisations,202406,1885.0,,
Child Health,Margaretland District,DPT3 immunisations,202407,1258.0,1885.0,-33.262599469496024
Child Health,Margaretland District,DPT3 immunisations,202408,1781.0,1258.0,41.573926868044516
Child Health,Margaretland District,DPT3 immunisations,202409,1581.0,1781.0,-11.229646266142616
Child Health,Margaretland District,DPT3 immunisations,202410,1265.0,1581.0,-19.987349778621123
Child Health,Margaretland District,DPT3 immunisations,202411,1450.0,1265.0,14.624505928853754
Child Health,Margaretland District,DPT3 immunisations,202412,1391.0,1450.0,-4.068965517241379
Child Health,Margaretland District,DPT3 immunisations,202501,1313.0,1391.0,-5.607476635514018
Child Health,Margaretland District,DPT3 immunisations,202502,1236.0,1313.0,-5.864432597105865
Child Health,Margaretland District,DPT3 immunisations,202503,1022.0,1236.0,-17.313915857605178
Child Health,Margaretland District,DPT3 immunisations,202504,1790.0,1022.0,75.14677103718199
Child Health,Margaretland District,DPT3 immunisations,202505,1682.0,1790.0,-6.033519553072626
Child Health,Margaretland District,ORS distributed,202406,1551.0,,
Child Health,Margaretland District,ORS distributed,202407,1276.0,1551.0,-17.73049645390071
Child Health,Margaretland District,ORS distributed,202408,1659.0,1276.0,30.01567398119122
Child Health,Margaretland District,ORS distributed,202409,1687.0,1659.0,1.6877637130801686
Child Health,Margaretland District,ORS distributed,202410,1852.0,1687.0,9.780675755779491
Child Health,Margaretland District,ORS distributed,202411,970.0,1852.0,-47.62419006479482
Child Health,Margaretland District,ORS distributed,202412,1758.0,970.0,81.23711340206185
Child Health,Margaretland District,ORS distributed,202501,1425.0,1758.0,-18.941979522184297
Child Health,Margaretland District,ORS distributed,202502,540.0,1425.0,-62.10526315789474
Child Health,Margaretland District,ORS distributed,202503,1338.0,540.0,147.77777777777777
Child Health,Margaretland District,ORS distributed,202504,1828.0,1338.0,36.62182361733931
Child Health,Margaretland District,ORS distributed,202505,1546.0,1828.0,-15.426695842450766
Child Health,Margaretland District,Severe acute malnutrition cases,202406,122.0,,
Child Health,Margaretland District,Severe acute malnutrition cases,202407,348.0,122.0,185.24590163934425
Child Health,Margaretland District,Severe acute malnutrition cases,202408,152.0,348.0,-56.32183908045977
Child Health,Margaretland District,Severe acute malnutrition cases,202409,238.0,152.0,56.57894736842105
Child Health,Margaretland District,Severe acute malnutrition cases,202410,163.0,238.0,-31.512605042016805
Child Health,Margaretland District,Severe acute malnutrition cases,202411,98.0,163.0,-39.87730061349693
Child Health,Margaretland District,Severe acute malnutrition cases,202412,120.0,98.0,22.448979591836736
Child Health,Margaretland District,Severe acute malnutrition cases,202501,184.0,120.0,53.333333333333336
Child Health,Margaretland District,Severe acute malnutrition cases,202502,130.0,184.0,-29.347826086956523
Child Health,Margaretland District,Severe acute malnutrition cases,202503,118.0,130.0,-9.230769230769232
Child Health,Margaretland District,Severe acute malnutrition cases,202504,97.0,118.0,-17.796610169491526
Child Health,Margaretland District,Severe acute malnutrition cases,202505,132.0,97.0,36.08247422680412
Child Health,Margaretland District,Under-5 mortality reported,202406,129.0,,
Child Health,Margaretland District,Under-5 mortality reported,202407,241.0,129.0,86.82170542635659
Child Health,Margaretland District,Under-5 mortality reported,202408,113.0,241.0,-53.11203319502075
Child Health,Margaretland District,Under-5 mortality reported,202409,72.0,113.0,-36.283185840707965
Child Health,Margaretland District,Under-5 mortality reported,202410,129.0,72.0,79.16666666666666
Child Health,Margaretland District,Under-5 mortality reported,202411,94.0,129.0,-27.131782945736433
Child Health,Margaretland District,Under-5 mortality reported,202412,93.0,94.0,-1.0638297872340425
Child Health,Margaretland District,Under-5 mortality reported,202501,74.0,93.0,-20.43010752688172
Child Health,Margaretland District,Under-5 mortality reported,202502,43.0,74.0,-41.891891891891895
Child Health,Margaretland District,Under-5 mortality reported,202503,56.0,43.0,30.23255813953488
Child Health,Margaretland District,Under-5 mortality reported,202504,66.0,56.0,17.857142857142858
Child Health,Margaretland District,Under-5 mortality reported,202505,96.0,66.0,45.45454545454545
Child Health,Margaretland District,Under-5 outpatient visits,202406,138.0,,
Child Health,Margaretland District,Under-5 outpatient visits,202407,151.0,138.0,9.420289855072465
Child Health,Margaretland District,Under-5 outpatient visits,202408,127.0,151.0,-15.894039735099339
Child Health,Margaretland District,Under-5 outpatient visits,202409,89.0,127.0,-29.92125984251969
Child Health,Margaretland District,Under-5 outpatient visits,202410,161.0,89.0,80.89887640449437
Child Health,Margaretland District,Under-5 outpatient visits,202411,115.0,161.0,-28.57142857142857
Child Health,Margaretland District,Under-5 outpatient visits,202412,82.0,115.0,-28.695652173913043
Child Health,Margaretland District,Under-5 outpatient visits,202501,194.0,82.0,136.58536585365854
Child Health,Margaretland District,Under-5 outpatient visits,202502,170.0,194.0,-12.371134020618557
Child Health,Margaretland District,Under-5 outpatient visits,202503,175.0,170.0,2.941176470588235
Child Health,Margaretland District,Under-5 outpatient visits,202504,194.0,175.0,10.857142857142858
Child Health,Margaretland District,Under-5 outpatient visits,202505,136.0,194.0,-29.896907216494846
Child Health,Margaretland District,Vitamin A supplements,202406,1912.0,,
Child Health,Margaretland District,Vitamin A supplements,202407,1226.0,1912.0,-35.87866108786611
Child Health,Margaretland District,Vitamin A supplements,202408,1764.0,1226.0,43.882544861337685
Child Health,Margaretland District,Vitamin A supplements,202409,1573.0,1764.0,-10.82766439909297
Child Health,Margaretland District,Vitamin A supplements,202410,2009.0,1573.0,27.7177368086459
Child Health,Margaretland District,Vitamin A supplements,202411,855.0,2009.0,-57.44151319064211
Child Health,Margaretland District,Vitamin A supplements,202412,2020.0,855.0,136.25730994152048
Child Health,Margaretland District,Vitamin A supplements,202501,1562.0,2020.0,-22.673267326732674
Child Health,Margaretland District,Vitamin A supplements,202502,1505.0,1562.0,-3.6491677336747763
Child Health,Margaretland District,Vitamin A supplements,202503,1542.0,1505.0,2.458471760797342
Child Health,Margaretland District,Vitamin A supplements,202504,1920.0,1542.0,24.5136186770428
Child Health,Margaretland District,Vitamin A supplements,202505,1902.0,1920.0,-0.9375
Child Health,Martinezbury District,DPT3 immunisations,202406,871.0,,
Child Health,Martinezbury District,DPT3 immunisations,202407,1161.0,871.0,33.295063145809415
Child Health,Martinezbury District,DPT3 immunisations,202408,921.0,1161.0,-20.671834625322997
Child Health,Martinezbury District,DPT3 immunisations,202409,1135.0,921.0,23.235613463626493
Child Health,Martinezbury District,DPT3 immunisations,202410,639.0,1135.0,-43.70044052863436
Child Health,Martinezbury District,DPT3 immunisations,202411,660.0,639.0,3.286384976525822
Child Health,Martinezbury District,DPT3 immunisations,202412,791.0,660.0,19.848484848484848
Child Health,Martinezbury District,DPT3 immunisations,202501,1308.0,791.0,65.36030341340076
Child Health,Martinezbury District,DPT3 immunisations,202502,1120.0,1308.0,-14.37308868501529
Child Health,Martinezbury District,DPT3 immunisations,202503,1067.0,1120.0,-4.732142857142857
Child Health,Martinezbury District,DPT3 immunisations,202504,1554.0,1067.0,45.64198687910028
Child Health,Martinezbury District,DPT3 immunisations,202505,1262.0,1554.0,-18.79021879021879
Child Health,Martinezbury District,Full immunisation coverage,202406,459.8,,
Child Health,Martinezbury District,Full immunisation coverage,202407,313.4,459.8,-31.839930404523713
Child Health,Martinezbury District,Full immunisation coverage,202408,267.2,313.4,-14.741544352265473
Child Health,Martinezbury District,Full immunisation coverage,202409,325.9,267.2,21.968562874251493
Child Health,Martinezbury District,Full immunisation coverage,202410,214.5,325.9,-34.18226449831236
Child Health,Martinezbury District,Full immunisation coverage,202411,359.2,214.5,67.45920745920745
Child Health,Martinezbury District,Full immunisation coverage,202412,283.6,359.2,-21.046770601336295
Child Health,Martinezbury District,Full immunisation coverage,202501,175.7,283.6,-38.046544428772926
Child Health,Martinezbury District,Full immunisation coverage,202502,451.70000000000005,175.7,157.08594194649976
Child Health,Martinezbury District,Full immunisation coverage,202503,414.5,451.70000000000005,-8.23555457161834
Child Health,Martinezbury District,Full immunisation coverage,202504,395.4,414.5,-4.607961399276242
Child Health,Martinezbury District,Full immunisation coverage,202505,241.6,395.4,-38.89731917046029
Child Health,Martinezbury District,Measles immunisations,202406,728.0,,
Child Health,Martinezbury District,Measles immunisations,202407,855.0,728.0,17.445054945054945
Child Health,Martinezbury District,Measles immunisations,202408,760.0,855.0,-11.11111111111111
Child Health,Martinezbury District,Measles immunisations,202409,850.0,760.0,11.842105263157894
Child Health,Martinezbury District,Measles immunisations,202410,777.0,850.0,-8.588235294117647
Child Health,Martinezbury District,Measles immunisations,202411,954.0,777.0,22.779922779922778
Child Health,Martinezbury District,Measles immunisations,202412,686.0,954.0,-28.09224318658281
Child Health,Martinezbury District,Measles immunisations,202501,555.0,686.0,-19.096209912536445
Child Health,Martinezbury District,Measles immunisations,202502,1512.0,555.0,172.43243243243242
Child Health,Martinezbury District,Measles immunisations,202503,597.0,1512.0,-60.51587301587301
Child Health,Martinezbury District,Measles immunisations,202504,888.0,597.0,48.743718592964825
Child Health,Martinezbury District,Measles immunisations,202505,512.0,888.0,-42.34234234234234
Child Health,Martinezbury District,ORS distributed,202406,765.0,,
Child Health,Martinezbury District,ORS distributed,202407,914.0,765.0,19.477124183006538
Child Health,Martinezbury District,ORS distributed,202408,673.0,914.0,-26.367614879649892
Child Health,Martinezbury District,ORS distributed,202409,1066.0,673.0,58.39524517087668
Child Health,Martinezbury District,ORS distributed,202410,657.0,1066.0,-38.367729831144466
Child Health,Martinezbury District,ORS distributed,202411,940.0,657.0,43.07458143074581
Child Health,Martinezbury District,ORS distributed,202412,979.0,940.0,4.148936170212766
Child Health,Martinezbury District,ORS distributed,202501,619.0,979.0,-36.77221654749744
Child Health,Martinezbury District,ORS distributed,202502,1424.0,619.0,130.04846526655896
Child Health,Martinezbury District,ORS distributed,202503,874.0,1424.0,-38.62359550561798
Child Health,Martinezbury District,ORS distributed,202504,947.0,874.0,8.352402745995423
Child Health,Martinezbury District,ORS distributed,202505,809.0,947.0,-14.57233368532207
Child Health,Martinezbury District,Under-5 mortality reported,202406,34.0,,
Child Health,Martinezbury District,Under-5 mortality reported,202407,36.0,34.0,5.88235294117647
Child Health,Martinezbury District,Under-5 mortality reported,202408,68.0,36.0,88.88888888888889
Child Health,Martinezbury District,Under-5 mortality reported,202409,19.0,68.0,-72.05882352941177
